Combination of QQ=/ceph/sgiappic/FCCAnalyses/examples/FCCee/higgs/tautau/xsec/combine//ktN-explicit/QQ/datacard_QQ.txt  LL=/ceph/sgiappic/FCCAnalyses/examples/FCCee/higgs/tautau/xsec/combine//ktN-explicit/LL/datacard_LL.txt  NuNu=/ceph/sgiappic/FCCAnalyses/examples/FCCee/higgs/tautau/xsec/combine//ktN-explicit/NuNu/datacard_NuNu.txt
free          rateParam QQ_QQLH wzp6_ee_LLH_Hgg_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_LL_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_QQH_HQQ_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_QQH_HVV_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_QQH_Htautau_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_nunuH_HQQ_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_tautauH_HQQ_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_tautauH_Hgg_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam QQ_QQLH wzp6_ee_tautau_ecm240 1.0 
free          rateParam QQ_QQLL p8_ee_WW_ecm240 1.0 
free          rateParam QQ_QQLL p8_ee_ZZ_ecm240 1.0 
free          rateParam QQ_QQLL p8_ee_Zqq_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_LLH_HQQ_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_LLH_Hgg_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_LL_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_QQH_HVV_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_QQH_Htautau_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_tautauH_HQQ_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_tautauH_Hgg_ecm240 1.0 
free          rateParam QQ_QQLL wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam LL_LLHH p8_ee_WW_ecm240 1.0 
free          rateParam LL_LLHH p8_ee_ZZ_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_LLH_HQQ_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_LLH_Hgg_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_QQH_HVV_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_QQH_Htautau_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_tautauH_HQQ_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam LL_LLHH wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam LL_LLLH p8_ee_ZZ_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_LLH_HQQ_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam LL_LLLH wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam LL_LLLL p8_ee_WW_ecm240 1.0 
free          rateParam LL_LLLL p8_ee_ZZ_ecm240 1.0 
free          rateParam LL_LLLL wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam LL_LLLL wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam LL_LLLL wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam LL_LLLL wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam LL_LLLL wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuHH p8_ee_WW_ecm240 1.0 
free          rateParam NuNu_NuNuHH p8_ee_ZZ_ecm240 1.0 
free          rateParam NuNu_NuNuHH p8_ee_Zqq_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_LLH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_LL_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_QQH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_QQH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_egamma_eZ_ZLL_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_gaga_LL_60_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_nuenueZ_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_nunuH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_nunuH_Hgg_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_nunuH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_tautauH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_tautauH_Hgg_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuHH wzp6_ee_tautau_ecm240 1.0 
free          rateParam NuNu_NuNuLH p8_ee_WW_ecm240 1.0 
free          rateParam NuNu_NuNuLH p8_ee_ZZ_ecm240 1.0 
free          rateParam NuNu_NuNuLH p8_ee_Zqq_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_LLH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_LL_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_QQH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_QQH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_egamma_eZ_ZLL_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_gaga_LL_60_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_nuenueZ_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_nunuH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_nunuH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_tautauH_HQQ_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_tautauH_Hgg_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLH wzp6_ee_tautau_ecm240 1.0 
free          rateParam NuNu_NuNuLL p8_ee_WW_ecm240 1.0 
free          rateParam NuNu_NuNuLL p8_ee_ZZ_ecm240 1.0 
free          rateParam NuNu_NuNuLL p8_ee_Zqq_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_LLH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_LLH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_LL_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_egamma_eZ_ZLL_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_gaga_LL_60_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_nuenueZ_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_nunuH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_nunuH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_tautauH_HVV_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_tautauH_Htautau_ecm240 1.0 
free          rateParam NuNu_NuNuLL wzp6_ee_tautau_ecm240 1.0 
QQ_QQLL autoMCStats 1 1 1
QQ_QQLH autoMCStats 1 1 1
QQ_QQHH autoMCStats 1 1 1
LL_LLLL autoMCStats 1 1 1
LL_LLLH autoMCStats 1 1 1
LL_LLHH autoMCStats 1 1 1
NuNu_NuNuLL autoMCStats 1 1 1
NuNu_NuNuLH autoMCStats 1 1 1
NuNu_NuNuHH autoMCStats 1 1 1
